"Date","Time (GMT)","Highest","MHHW (m)","MHW (m)","MSL (m)","MTL (m)","MLW (m)","MLLW (m)","Lowest (m)","Inf"
"2000/11/01","00:00","1.004","0.68","0.594","0.115","0.112","-0.37","-0.407","-0.762","0"
"2000/12/01","00:00","0.851","0.505","0.401","-0.089","-0.09","-0.581","-0.634","-0.942","0"
"2001/01/01","00:00","0.713","0.452","0.366","-0.12","-0.126","-0.619","-0.668","-0.968","0"
"2001/02/01","00:00","0.629","0.422","0.338","-0.164","-0.172","-0.682","-0.737","-1.099","0"
"2001/03/01","00:00","0.895","0.547","0.478","-0.015","-0.016","-0.511","-0.557","-0.716","0"
"2001/04/01","00:00","0.71","0.51","0.423","-0.082","-0.083","-0.59","-0.627","-0.893","0"
"2001/05/01","00:00","0.83","0.605","0.51","0.021","0.015","-0.48","-0.509","-0.791","0"
"2001/06/01","00:00","0.783","0.581","0.475","-0.019","-0.022","-0.52","-0.56","-0.731","0"
"2001/07/01","00:00","1.019","0.612","0.508","0.02","0.018","-0.472","-0.517","-0.746","0"
"2001/08/01","00:00","0.78","0.563","0.481","-0.005","-0.005","-0.491","-0.542","-0.783","0"
"2001/09/01","00:00","1.087","0.674","0.609","0.128","0.131","-0.346","-0.381","-0.56","0"
"2001/10/01","00:00","0.885","0.634","0.563","0.091","0.086","-0.391","-0.421","-0.767","0"
"2001/11/01","00:00","0.762","0.574","0.48","0","-0.002","-0.485","-0.513","-0.786","0"
"2001/12/01","00:00","0.891","0.602","0.498","0.009","0.008","-0.482","-0.523","-0.831","0"
"2002/01/01","00:00","0.744","0.429","0.322","-0.187","-0.198","-0.719","-0.779","-0.965","0"
"2002/02/01","00:00","0.741","0.506","0.42","-0.071","-0.078","-0.576","-0.621","-0.853","0"
"2002/03/01","00:00","0.844","0.467","0.386","-0.123","-0.13","-0.646","-0.679","-1.033","0"
"2002/04/01","00:00","0.822","0.584","0.487","-0.005","-0.01","-0.507","-0.529","-0.825","0"
"2002/05/01","00:00","0.89","0.587","0.476","-0.008","-0.01","-0.497","-0.528","-0.75","0"
"2002/06/01","00:00","0.957","0.642","0.528","0.049","0.046","-0.435","-0.481","-0.726","0"
"2002/07/01","00:00","0.802","0.588","0.488","0.011","0.012","-0.465","-0.515","-0.72","0"
"2002/08/01","00:00","0.965","0.682","0.592","0.127","0.123","-0.347","-0.393","-0.593","0"
"2002/09/01","00:00","1.07","0.727","0.641","0.17","0.169","-0.303","-0.347","-0.626","0"
"2002/10/01","00:00","0.978","0.75","0.666","0.195","0.194","-0.278","-0.319","-0.604","0"
"2002/11/01","00:00","0.991","0.605","0.512","0.027","0.026","-0.459","-0.495","-0.668","0"
"2002/12/01","00:00","0.821","0.534","0.42","-0.079","-0.081","-0.583","-0.633","-0.865","0"
"2003/01/01","00:00","0.869","0.465","0.365","-0.12","-0.122","-0.609","-0.663","-0.954","0"
"2003/02/01","00:00","0.781","0.405","0.323","-0.166","-0.169","-0.662","-0.712","-0.906","0"
"2003/03/01","00:00","0.959","0.601","0.518","0.025","0.026","-0.467","-0.501","-0.683","0"
"2003/04/01","00:00","0.958","0.639","0.559","0.078","0.073","-0.414","-0.455","-0.752","0"
"2003/05/01","00:00","0.937","0.623","0.514","0.033","0.03","-0.454","-0.491","-0.816","0"
"2003/06/01","00:00","0.781","0.628","0.505","0.024","0.024","-0.457","-0.501","-0.755","0"
"2003/07/01","00:00","0.691","0.503","0.39","-0.091","-0.097","-0.584","-0.636","-0.786","0"
"2003/08/01","00:00","0.629","0.511","0.426","-0.064","-0.069","-0.565","-0.612","-0.798","0"
"2003/09/01","00:00","1.232","0.749","0.66","0.18","0.181","-0.298","-0.351","-0.687","0"
"2003/10/01","00:00","0.861","0.681","0.588","0.118","0.109","-0.369","-0.41","-0.712","0"
"2003/11/01","00:00","0.97","0.641","0.533","0.053","0.055","-0.423","-0.466","-0.773","0"
"2003/12/01","00:00","0.829","0.543","0.45","-0.026","-0.03","-0.51","-0.565","-0.907","0"
"2004/01/01","00:00","0.687","0.475","0.374","-0.1","-0.103","-0.581","-0.642","-0.96","0"
"2004/02/01","00:00","0.731","0.489","0.39","-0.094","-0.098","-0.586","-0.632","-0.933","0"
"2004/03/01","00:00","0.738","0.472","0.382","-0.085","-0.091","-0.565","-0.607","-1.272","0"
"2004/04/01","00:00","0.778","0.467","0.381","-0.096","-0.102","-0.585","-0.619","-0.863","0"
"2004/05/01","00:00","0.799","0.503","0.396","-0.086","-0.09","-0.577","-0.61","-0.82","0"
"2004/06/01","00:00","0.857","0.614","0.489","0.002","0.002","-0.485","-0.534","-0.753","0"
"2004/07/01","00:00","0.828","0.616","0.495","0.015","0.01","-0.476","-0.527","-0.786","0"
"2004/08/01","00:00","0.793","0.584","0.496","0.004","0.003","-0.49","-0.543","-0.714","0"
"2004/09/01","00:00","0.854","0.653","0.582","0.101","0.105","-0.373","-0.418","-0.659","0"
"2004/10/01","00:00","1","0.76","0.675","0.208","0.21","-0.255","-0.288","-0.634","0"
"2004/11/01","00:00","0.927","0.625","0.522","0.051","0.054","-0.415","-0.456","-0.672","0"
"2004/12/01","00:00","0.787","0.541","0.43","-0.046","-0.048","-0.525","-0.577","-0.821","0"
"2005/01/01","00:00","0.854","0.596","0.503","0.023","0.028","-0.447","-0.508","-0.799","0"
"2005/02/01","00:00","0.949","0.638","0.554","0.064","0.07","-0.415","-0.461","-0.63","0"
"2005/03/01","00:00","0.814","0.577","0.485","-0.005","-0.004","-0.492","-0.535","-0.904","0"
"2005/04/01","00:00","0.875","0.639","0.537","0.06","0.056","-0.424","-0.468","-0.709","0"
"2005/05/01","00:00","1.057","0.694","0.588","0.11","0.112","-0.365","-0.407","-0.639","0"
"2005/06/01","00:00","0.879","0.658","0.548","0.069","0.07","-0.409","-0.456","-0.681","0"
"2005/07/01","00:00","0.831","0.617","0.512","0.042","0.042","-0.429","-0.479","-0.753","0"
"2005/08/01","00:00","0.878","0.659","0.57","0.103","0.105","-0.359","-0.407","-0.598","0"
"2005/09/01","00:00","1.473","0.76","0.666","0.205","0.207","-0.252","-0.293","-0.562","0"
"2005/10/01","00:00","1.088","0.731","0.654","0.195","0.193","-0.269","-0.304","-0.628","0"
"2005/11/01","00:00","0.771","0.545","0.434","-0.028","-0.026","-0.487","-0.518","-0.67","0"
"2005/12/01","00:00","0.792","0.538","0.422","-0.069","-0.065","-0.553","-0.608","-0.802","0"
"2006/01/01","00:00","0.906","0.567","0.443","-0.048","-0.053","-0.55","-0.618","-0.819","0"
"2006/02/01","00:00","0.823","0.47","0.386","-0.084","-0.09","-0.566","-0.612","-0.814","0"
"2006/03/01","00:00","0.748","0.55","0.466","-0.037","-0.034","-0.535","-0.567","-0.823","0"
"2006/04/01","00:00","0.909","0.538","0.436","-0.046","-0.048","-0.532","-0.566","-0.747","0"
"2006/05/01","00:00","0.797","0.669","0.55","0.081","0.08","-0.39","-0.427","-0.662","0"
"2006/06/01","00:00","0.705","0.567","0.455","-0.007","-0.014","-0.483","-0.526","-0.69","0"
"2006/07/01","00:00","0.656","0.525","0.419","-0.049","-0.051","-0.521","-0.577","-0.775","0"
"2006/08/01","00:00","0.882","0.616","0.517","0.052","0.054","-0.409","-0.468","-0.639","0"
"2006/09/01","00:00","0.922","0.725","0.633","0.171","0.165","-0.303","-0.349","-0.503","0"
"2006/10/01","00:00","1.189","0.7","0.6","0.139","0.134","-0.333","-0.381","-0.584","0"
"2006/11/01","00:00","1.019","0.688","0.59","0.111","0.111","-0.369","-0.419","-0.662","0"
"2006/12/01","00:00","0.832","0.579","0.461","-0.028","-0.029","-0.52","-0.574","-0.861","0"
"2007/01/01","00:00","0.783","0.539","0.431","-0.045","-0.051","-0.534","-0.592","-0.786","0"
"2007/02/01","00:00","0.771","0.461","0.369","-0.109","-0.113","-0.594","-0.648","-1.038","0"
"2007/03/01","00:00","0.786","0.456","0.371","-0.112","-0.117","-0.604","-0.651","-1.027","0"
"2007/04/01","00:00","0.955","0.569","0.457","-0.012","-0.024","-0.505","-0.55","-1.045","0"
"2007/05/01","00:00","0.892","0.618","0.502","0.035","0.031","-0.44","-0.487","-0.776","0"
"2007/06/01","00:00","0.999","0.686","0.565","0.106","0.105","-0.355","-0.408","-0.543","0"
"2007/07/01","00:00","0.773","0.638","0.527","0.056","0.054","-0.42","-0.474","-0.678","0"
"2007/08/01","00:00","0.811","0.618","0.536","0.059","0.058","-0.42","-0.477","-0.644","0"
"2007/09/01","00:00","0.935","0.691","0.61","0.136","0.137","-0.337","-0.387","-0.612","0"
"2007/10/01","00:00","1.041","0.732","0.64","0.169","0.168","-0.304","-0.345","-0.582","0"
"2007/11/01","00:00","0.892","0.604","0.496","0.025","0.018","-0.459","-0.502","-0.821","0"
"2007/12/01","00:00","0.969","0.539","0.427","-0.048","-0.052","-0.531","-0.571","-0.78","0"
"2008/01/01","00:00","0.705","0.469","0.361","-0.115","-0.115","-0.592","-0.648","-0.919","0"
"2008/02/01","00:00","0.597","0.433","0.34","-0.135","-0.143","-0.627","-0.68","-1.009","0"
"2008/03/01","00:00","0.832","0.463","0.361","-0.108","-0.111","-0.582","-0.641","-1.016","0"
"2008/04/01","00:00","0.987","0.619","0.526","0.051","0.05","-0.426","-0.46","-0.755","0"
"2008/05/01","00:00","0.954","0.677","0.557","0.084","0.08","-0.398","-0.441","-0.718","0"
"2008/06/01","00:00","0.773","0.575","0.449","-0.038","-0.041","-0.532","-0.593","-0.848","0"
"2008/07/01","00:00","0.849","0.626","0.508","0.028","0.022","-0.464","-0.528","-0.788","0"
"2008/08/01","00:00","0.859","0.692","0.6","0.118","0.12","-0.36","-0.407","-0.599","0"
"2008/09/01","00:00","1.185","0.745","0.673","0.209","0.209","-0.256","-0.306","-0.487","0"
"2008/10/01","00:00","1.044","0.717","0.623","0.159","0.16","-0.303","-0.347","-0.615","0"
"2008/11/01","00:00","0.994","0.682","0.576","0.109","0.107","-0.362","-0.412","-0.784","0"
"2008/12/01","00:00","0.743","0.455","0.349","-0.126","-0.133","-0.615","-0.668","-1.01","0"
"2009/01/01","00:00","0.736","0.429","0.338","-0.137","-0.147","-0.633","-0.702","-1.071","0"
"2009/02/01","00:00","0.546","0.405","0.328","-0.16","-0.164","-0.657","-0.701","-0.96","0"
"2009/03/01","00:00","0.813","0.538","0.45","-0.035","-0.038","-0.527","-0.565","-0.893","0"
"2009/04/01","00:00","0.754","0.554","0.459","-0.019","-0.023","-0.505","-0.555","-0.908","0"
"2009/05/01","00:00","0.817","0.557","0.456","-0.025","-0.031","-0.518","-0.563","-0.744","0"
"2009/06/01","00:00","1.091","0.736","0.631","0.156","0.155","-0.321","-0.37","-0.592","0"
"2009/07/01","00:00","0.832","0.639","0.539","0.064","0.065","-0.409","-0.465","-0.672","0"
"2009/08/01","00:00","0.822","0.562","0.475","0.012","0.008","-0.46","-0.513","-0.731","0"
"2009/09/01","00:00","1.081","0.834","0.768","0.318","0.317","-0.134","-0.173","-0.362","0"
"2009/10/01","00:00","1.099","0.733","0.653","0.193","0.196","-0.262","-0.302","-0.497","0"
"2009/11/01","00:00","1.234","0.84","0.74","0.281","0.279","-0.182","-0.222","-0.497","0"
"2009/12/01","00:00","0.928","0.704","0.592","0.111","0.111","-0.37","-0.437","-0.774","0"
"2010/01/01","00:00","0.879","0.605","0.503","0.007","0.003","-0.498","-0.553","-0.786","0"
"2010/02/01","00:00","0.958","0.601","0.511","0.032","0.024","-0.463","-0.518","-0.782","0"
"2010/03/01","00:00","0.855","0.662","0.587","0.094","0.091","-0.405","-0.443","-0.83","0"
"2010/04/01","00:00","0.849","0.574","0.473","-0.016","-0.014","-0.501","-0.522","-0.686","0"
"2010/05/01","00:00","0.898","0.562","0.449","-0.026","-0.028","-0.505","-0.545","-0.747","0"
"2010/06/01","00:00","0.78","0.587","0.477","0.009","0.007","-0.463","-0.514","-0.669","0"
"2010/07/01","00:00","0.817","0.57","0.474","0.002","0","-0.473","-0.527","-0.721","0"
"2010/08/01","00:00","0.898","0.654","0.574","0.107","0.108","-0.359","-0.409","-0.594","0"
"2010/09/01","00:00","1.009","0.72","0.635","0.176","0.172","-0.291","-0.328","-0.617","0"
"2010/10/01","00:00","1.005","0.7","0.616","0.155","0.156","-0.305","-0.352","-0.681","0"
"2010/11/01","00:00","0.882","0.666","0.577","0.101","0.102","-0.373","-0.423","-0.661","0"
"2010/12/01","00:00","0.938","0.601","0.49","0.004","0.002","-0.485","-0.543","-0.796","0"
"2011/01/01","00:00","0.714","0.523","0.426","-0.066","-0.067","-0.559","-0.619","-0.895","0"
"2011/02/01","00:00","0.715","0.5","0.413","-0.075","-0.081","-0.575","-0.634","-0.903","0"
"2011/03/01","00:00","0.768","0.568","0.493","0.008","0.007","-0.48","-0.518","-0.857","0"
"2011/04/01","00:00","0.873","0.523","0.433","-0.056","-0.058","-0.549","-0.579","-0.792","0"
"2011/05/01","00:00","0.974","0.648","0.54","0.061","0.063","-0.414","-0.451","-0.632","0"
"2011/06/01","00:00","0.877","0.652","0.545","0.065","0.065","-0.416","-0.474","-0.656","0"
"2011/07/01","00:00","0.855","0.664","0.57","0.09","0.087","-0.396","-0.459","-0.621","0"
"2011/08/01","00:00","1.384","0.739","0.662","0.173","0.172","-0.319","-0.371","-0.644","0"
"2011/09/01","00:00","0.938","0.732","0.669","0.185","0.188","-0.293","-0.339","-0.542","0"
"2011/10/01","00:00","0.991","0.716","0.633","0.154","0.153","-0.326","-0.369","-0.766","0"
"2011/11/01","00:00","0.9","0.646","0.553","0.071","0.071","-0.411","-0.452","-0.726","0"
"2011/12/01","00:00","0.895","0.555","0.47","-0.009","-0.009","-0.488","-0.539","-0.827","0"
"2012/01/01","00:00","0.804","0.492","0.41","-0.068","-0.065","-0.539","-0.583","-0.726","0"
"2012/02/01","00:00","0.736","0.53","0.461","-0.025","-0.028","-0.516","-0.561","-0.753","0"
"2012/03/01","00:00","0.624","0.496","0.427","-0.048","-0.052","-0.531","-0.578","-0.959","0"
"2012/04/01","00:00","1.012","0.654","0.579","0.096","0.093","-0.394","-0.431","-0.623","0"
"2012/05/01","00:00","1.029","0.666","0.571","0.083","0.081","-0.408","-0.449","-0.668","0"
"2012/06/01","00:00","1.098","0.774","0.673","0.195","0.193","-0.288","-0.342","-0.593","0"
"2012/07/01","00:00","0.933","0.684","0.587","0.095","0.098","-0.391","-0.443","-0.649","0"
"2012/08/01","00:00","0.961","0.709","0.644","0.159","0.159","-0.327","-0.374","-0.509","0"
"2012/09/01","00:00","0.854","0.669","0.609","0.128","0.131","-0.347","-0.382","-0.652","0"
"2012/10/01","00:00","1.118","0.714","0.638","0.164","0.164","-0.311","-0.348","-0.676","0"
"2012/11/01","00:00","1.035","0.756","0.664","0.191","0.19","-0.284","-0.321","-0.664","0"
"2012/12/01","00:00","1.089","0.654","0.557","0.075","0.071","-0.415","-0.459","-0.639","0"
"2013/01/01","00:00","0.777","0.548","0.47","-0.016","-0.02","-0.509","-0.56","-0.769","0"
"2013/02/01","00:00","1.043","0.552","0.482","-0.015","-0.016","-0.514","-0.564","-0.705","0"
"2013/03/01","00:00","0.866","0.62","0.553","0.062","0.056","-0.44","-0.478","-0.956","0"
"2013/04/01","00:00","0.818","0.564","0.48","-0.014","-0.014","-0.507","-0.539","-0.758","0"
"2013/05/01","00:00","0.899","0.641","0.556","0.064","0.064","-0.427","-0.461","-0.655","0"
"2013/06/01","00:00","0.878","0.591","0.507","0.019","0.016","-0.476","-0.522","-0.713","0"
"2013/07/01","00:00","0.878","0.606","0.524","0.037","0.037","-0.45","-0.497","-0.69","0"
"2013/08/01","00:00","0.882","0.667","0.597","0.117","0.116","-0.365","-0.409","-0.589","0"
"2013/09/01","00:00","0.885","0.685","0.627","0.145","0.146","-0.335","-0.371","-0.563","0"
"2013/10/01","00:00","1.103","0.763","0.708","0.231","0.231","-0.247","-0.275","-0.471","0"
"2013/11/01","00:00","0.884","0.625","0.54","0.049","0.046","-0.449","-0.488","-0.725","0"
"2013/12/01","00:00","0.986","0.614","0.526","0.021","0.018","-0.491","-0.54","-0.748","0"
"2014/01/01","00:00","0.943","0.618","0.532","0.017","0.016","-0.499","-0.548","-0.803","0"
"2014/02/01","00:00","0.889","0.586","0.512","0.018","0.016","-0.48","-0.527","-0.841","0"
"2014/03/01","00:00","0.852","0.629","0.567","0.047","0.048","-0.47","-0.504","-0.796","0"
"2014/04/01","00:00","0.911","0.685","0.602","0.106","0.105","-0.393","-0.434","-0.781","0"
"2014/05/01","00:00","0.856","0.701","0.601","0.108","0.111","-0.38","-0.418","-0.595","0"
"2014/06/01","00:00","0.944","0.686","0.583","0.101","0.099","-0.385","-0.427","-0.651","0"
"2014/07/01","00:00","0.914","0.69","0.6","0.12","0.116","-0.368","-0.417","-0.646","0"
"2014/08/01","00:00","0.929","0.754","0.689","0.207","0.209","-0.271","-0.311","-0.544","0"
"2014/09/01","00:00","0.996","0.83","0.761","0.281","0.286","-0.19","-0.226","-0.471","0"
"2014/10/01","00:00","1.052","0.764","0.693","0.209","0.209","-0.275","-0.308","-0.624","0"
"2014/11/01","00:00","0.999","0.701","0.617","0.124","0.122","-0.373","-0.42","-0.703","0"
"2014/12/01","00:00","0.976","0.664","0.581","0.09","0.086","-0.409","-0.455","-0.657","0"
"2015/01/01","00:00","0.859","0.621","0.525","0.04","0.028","-0.468","-0.521","-0.769","0"
"2015/02/01","00:00","0.944","0.599","0.519","0.023","0.024","-0.47","-0.517","-0.879","0"
"2015/03/01","00:00","0.827","0.52","0.452","-0.032","-0.04","-0.531","-0.564","-0.788","0"
"2015/04/01","00:00","0.821","0.556","0.482","-0.008","-0.01","-0.502","-0.53","-0.761","0"
"2015/05/01","00:00","0.848","0.615","0.522","0.038","0.036","-0.451","-0.494","-0.741","0"
"2015/06/01","00:00","0.834","0.654","0.545","0.055","0.052","-0.441","-0.488","-0.692","0"
"2015/07/01","00:00","0.888","0.719","0.623","0.132","0.131","-0.362","-0.419","-0.63","0"
"2015/08/01","00:00","0.885","0.72","0.654","0.144","0.145","-0.365","-0.408","-0.584","0"
"2015/09/01","00:00","1.229","0.758","0.711","0.211","0.21","-0.292","-0.329","-0.627","0"
"2015/10/01","00:00","1.263","0.872","0.803","0.314","0.314","-0.176","-0.217","-0.478","0"
"2015/11/01","00:00","0.928","0.744","0.668","0.176","0.174","-0.32","-0.361","-0.603","0"
"2015/12/01","00:00","0.815","0.688","0.599","0.118","0.112","-0.376","-0.414","-0.67","0"
"2016/01/01","00:00","1.106","0.683","0.606","0.115","0.115","-0.377","-0.45","-0.781","0"
"2016/02/01","00:00","1.164","0.637","0.561","0.064","0.066","-0.429","-0.472","-0.63","0"
"2016/03/01","00:00","0.755","0.577","0.515","0.028","0.024","-0.468","-0.509","-0.762","0"
"2016/04/01","00:00","0.871","0.673","0.595","0.102","0.1","-0.396","-0.427","-0.782","0"
"2016/05/01","00:00","1.091","0.714","0.636","0.14","0.138","-0.36","-0.398","-0.51","0"
"2016/06/01","00:00","1.036","0.8","0.709","0.213","0.212","-0.285","-0.337","-0.53","0"
"2016/07/01","00:00","0.951","0.701","0.609","0.107","0.105","-0.4","-0.451","-0.57","0"
"2016/08/01","00:00","0.886","0.685","0.618","0.125","0.124","-0.371","-0.417","-0.537","0"
"2016/09/01","00:00","1.021","0.782","0.712","0.222","0.224","-0.264","-0.304","-0.518","0"
"2016/10/01","00:00","1.145","0.882","0.812","0.324","0.327","-0.158","-0.197","-0.395","0"
"2016/11/01","00:00","1.035","0.759","0.671","0.188","0.185","-0.3","-0.336","-0.57","0"
"2016/12/01","00:00","0.995","0.679","0.581","0.085","0.088","-0.405","-0.456","-0.667","0"
"2017/01/01","00:00","0.925","0.618","0.521","0.012","0.013","-0.495","-0.552","-0.939","0"
"2017/02/01","00:00","0.705","0.56","0.492","-0.008","-0.014","-0.519","-0.563","-0.878","0"
"2017/03/01","00:00","0.89","0.519","0.455","-0.052","-0.06","-0.575","-0.602","-0.878","0"
"2017/04/01","00:00","1.133","0.72","0.631","0.121","0.125","-0.382","-0.416","-0.715","0"
"2017/05/01","00:00","1.043","0.713","0.621","0.114","0.112","-0.397","-0.433","-0.616","0"
"2017/06/01","00:00","0.889","0.691","0.597","0.096","0.093","-0.411","-0.451","-0.743","0"
"2017/07/01","00:00","0.942","0.685","0.589","0.095","0.093","-0.402","-0.449","-0.719","0"
"2017/08/01","00:00","0.879","0.736","0.661","0.178","0.181","-0.3","-0.348","-0.603","0"
"2017/09/01","00:00","1.072","0.851","0.787","0.308","0.31","-0.166","-0.214","-0.452","0"
"2017/10/01","00:00","0.949","0.75","0.684","0.204","0.203","-0.278","-0.31","-0.49","0"
"2017/11/01","00:00","1.003","0.727","0.652","0.159","0.159","-0.334","-0.368","-0.577","0"
"2017/12/01","00:00","0.982","0.628","0.536","0.028","0.03","-0.475","-0.525","-0.79","0"
"2018/01/01","00:00","0.883","0.532","0.428","-0.088","-0.092","-0.611","-0.661","-0.884","0"
"2018/02/01","00:00","0.851","0.535","0.462","-0.038","-0.038","-0.538","-0.591","-0.913","0"
"2018/03/01","00:00","1.034","0.737","0.682","0.178","0.173","-0.335","-0.38","-0.829","0"
"2018/04/01","00:00","0.826","0.598","0.52","0.032","0.028","-0.464","-0.498","-0.768","0"
"2018/05/01","00:00","0.847","0.637","0.537","0.039","0.044","-0.45","-0.479","-0.67","0"
"2018/06/01","00:00","0.958","0.715","0.611","0.119","0.121","-0.368","-0.404","-0.601","0"
"2018/07/01","00:00","0.956","0.711","0.612","0.134","0.132","-0.348","-0.396","-0.626","0"
"2018/08/01","00:00","0.93","0.697","0.619","0.13","0.129","-0.362","-0.406","-0.623","0"
"2018/09/01","00:00","1.662","0.873","0.787","0.307","0.31","-0.168","-0.231","-0.548","0"
"2018/10/01","00:00","1.039","0.774","0.696","0.217","0.214","-0.268","-0.315","-0.491","0"
"2018/11/01","00:00","1.156","0.795","0.699","0.217","0.219","-0.261","-0.308","-0.501","0"
"2018/12/01","00:00","1.035","0.731","0.638","0.15","0.148","-0.342","-0.401","-0.736","0"
"2019/01/01","00:00","1.035","0.677","0.571","0.071","0.075","-0.421","-0.477","-0.776","0"
"2019/02/01","00:00","1.027","0.675","0.587","0.088","0.089","-0.408","-0.449","-0.674","0"
"2019/03/01","00:00","0.983","0.689","0.617","0.132","0.135","-0.346","-0.382","-0.743","0"
"2019/04/01","00:00","0.943","0.68","0.6","0.107","0.111","-0.379","-0.414","-0.648","0"
"2019/05/01","00:00","0.961","0.743","0.637","0.149","0.15","-0.337","-0.37","-0.588","0"
"2019/06/01","00:00","0.962","0.773","0.662","0.176","0.174","-0.314","-0.359","-0.512","0"
"2019/07/01","00:00","1.046","0.784","0.673","0.185","0.184","-0.305","-0.36","-0.497","0"
"2019/08/01","00:00","1.068","0.796","0.703","0.202","0.203","-0.298","-0.351","-0.499","0"
"2019/09/01","00:00","1.002","0.823","0.757","0.26","0.258","-0.241","-0.285","-0.506","0"
"2019/10/01","00:00","1.141","0.888","0.798","0.313","0.307","-0.183","-0.23","-0.578","0"
"2019/11/01","00:00","1.223","0.827","0.737","0.26","0.254","-0.229","-0.277","-0.753","0"
"2019/12/01","00:00","0.911","0.676","0.573","0.096","0.089","-0.394","-0.437","-0.697","0"
"2020/01/01","00:00","0.911","0.622","0.52","0.036","0.038","-0.444","-0.496","-0.845","0"
"2020/02/01","00:00","0.95","0.628","0.541","0.055","0.044","-0.453","-0.497","-0.891","0"
"2020/03/01","00:00","0.818","0.617","0.541","0.055","0.058","-0.426","-0.465","-0.82","0"
"2020/04/01","00:00","1.063","0.75","0.664","0.171","0.172","-0.321","-0.358","-0.517","0"
"2020/05/01","00:00","1.023","0.728","0.628","0.135","0.131","-0.365","-0.405","-0.639","0"
"2020/06/01","00:00","0.943","0.768","0.667","0.181","0.179","-0.31","-0.352","-0.605","0"
"2020/07/01","00:00","1.015","0.774","0.661","0.175","0.175","-0.311","-0.36","-0.531","0"
"2020/08/01","00:00","0.985","0.772","0.672","0.189","0.185","-0.301","-0.351","-0.62","0"
"2020/09/01","00:00","1.141","0.844","0.769","0.294","0.29","-0.188","-0.226","-0.454","0"
"2020/10/01","00:00","1.052","0.822","0.738","0.267","0.266","-0.207","-0.243","-0.517","0"
"2020/11/01","00:00","1.098","0.729","0.622","0.152","0.148","-0.327","-0.369","-0.7","0"
"2020/12/01","00:00","1.147","0.671","0.557","0.078","0.073","-0.411","-0.468","-0.701","0"
"2021/01/01","00:00","0.98","0.741","0.626","0.139","0.136","-0.355","-0.409","-0.677","0"
"2021/02/01","00:00","0.905","0.718","0.631","0.14","0.141","-0.348","-0.395","-0.684","0"
"2021/03/01","00:00","0.851","0.682","0.592","0.087","0.084","-0.424","-0.461","-0.83","0"
"2021/04/01","00:00","0.992","0.709","0.616","0.126","0.118","-0.379","-0.406","-0.638","0"
"2021/05/01","00:00","0.949","0.68","0.562","0.07","0.064","-0.435","-0.475","-0.703","0"
"2021/06/01","00:00","0.922","0.703","0.589","0.102","0.096","-0.396","-0.444","-0.726","0"
"2021/07/01","00:00","0.953","0.724","0.618","0.136","0.134","-0.35","-0.394","-0.597","0"
"2021/08/01","00:00","0.879","0.725","0.634","0.168","0.167","-0.301","-0.347","-0.542","0"
"2021/09/01","00:00","0.944","0.779","0.688","0.221","0.218","-0.251","-0.291","-0.46","0"
"2021/10/01","00:00","1.084","0.815","0.724","0.259","0.252","-0.219","-0.254","-0.482","0"
"2021/11/01","00:00","1.317","0.789","0.7","0.231","0.226","-0.247","-0.278","-0.481","0"
"2021/12/01","00:00","1.005","0.714","0.611","0.115","0.115","-0.382","-0.429","-0.655","0"